age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown
27,blue-collar,married,secondary,no,77,yes,no,cellular,4,feb,253,1,-1,0,unknown
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success
31,blue-collar,married,secondary,no,335,yes,no,unknown,8,may,226,1,-1,0,unknown
30,services,single,secondary,no,245,no,yes,cellular,8,jul,187,2,-1,0,unknown
56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,-1,0,unknown
41,technician,married,unknown,no,30,yes,no,cellular,10,jul,151,1,-1,0,unknown
42,management,married,tertiary,no,157,yes,yes,cellular,28,jan,136,1,-1,0,unknown
35,technician,married,secondary,no,587,no,yes,cellular,21,nov,23,8,126,5,other
50,technician,divorced,tertiary,no,1044,no,no,unknown,5,jun,400,2,-1,0,unknown
28,blue-collar,married,secondary,no,269,yes,no,unknown,3,jun,615,1,-1,0,unknown
51,management,married,tertiary,no,1854,yes,yes,cellular,7,may,166,3,338,2,failure
43,housemaid,single,primary,no,103,no,no,unknown,17,jun,198,1,-1,0,unknown
41,management,married,secondary,no,456,yes,no,cellular,11,aug,734,4,-1,0,unknown
55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown
58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure
56,blue-collar,married,unknown,no,665,yes,no,unknown,20,jun,109,2,-1,0,unknown
42,self-employed,married,secondary,no,2812,yes,no,cellular,21,nov,46,4,171,1,failure
57,management,married,tertiary,no,1571,no,no,unknown,11,jun,230,13,-1,0,unknown
56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure
44,services,married,secondary,no,-75,yes,no,unknown,26,may,104,1,-1,0,unknown
39,management,married,tertiary,no,2939,no,no,cellular,29,jun,385,1,165,2,success
34,technician,married,tertiary,no,285,yes,yes,unknown,29,may,223,4,-1,0,unknown
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success
51,entrepreneur,married,secondary,no,0,yes,yes,cellular,16,apr,432,1,150,1,failure
33,management,married,tertiary,no,71,no,no,cellular,16,nov,136,1,287,1,failure
52,unemployed,married,primary,no,255,no,yes,cellular,10,jul,374,3,-1,0,unknown
42,management,married,tertiary,no,2440,yes,no,unknown,30,may,199,2,-1,0,unknown
39,technician,married,secondary,no,3643,yes,no,unknown,23,may,160,3,-1,0,unknown
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success
47,blue-collar,married,primary,no,0,no,no,cellular,21,jul,71,1,-1,0,unknown
30,services,married,secondary,yes,-846,yes,no,unknown,13,may,117,1,-1,0,unknown
36,technician,single,secondary,no,1053,yes,no,unknown,21,may,147,1,-1,0,unknown
56,retired,married,primary,no,3149,no,no,cellular,7,aug,142,3,-1,0,unknown
45,admin.,married,secondary,no,1501,yes,no,cellular,13,may,189,3,-1,0,unknown
33,technician,married,secondary,no,0,no,no,cellular,25,aug,296,8,-1,0,unknown
40,blue-collar,married,primary,no,442,yes,no,cellular,1,apr,212,1,-1,0,unknown
44,retired,married,secondary,no,7624,no,no,unknown,7,may,126,5,-1,0,unknown
58,management,married,tertiary,no,1101,no,no,telephone,17,nov,99,3,-1,0,unknown
31,technician,single,secondary,no,109,yes,no,unknown,21,may,419,1,-1,0,unknown
38,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,-1,0,unknown
31,entrepreneur,single,tertiary,no,0,no,no,unknown,3,jun,31,5,-1,0,unknown
37,technician,single,secondary,no,884,yes,yes,cellular,31,jul,128,2,-1,0,unknown
31,student,single,tertiary,no,117,yes,no,telephone,18,jul,41,1,-1,0,unknown
56,retired,married,secondary,no,450,no,no,telephone,17,nov,16,1,-1,0,unknown
69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure
54,blue-collar,married,secondary,no,853,no,no,unknown,16,jun,24,5,-1,0,unknown
26,technician,single,secondary,no,181,no,no,cellular,20,apr,158,2,-1,0,unknown
36,admin.,married,secondary,no,403,no,no,cellular,24,jul,151,2,-1,0,unknown
55,blue-collar,married,primary,no,2171,no,no,unknown,5,jun,138,2,-1,0,unknown
30,management,married,tertiary,no,859,yes,no,unknown,20,may,249,3,-1,0,unknown
44,technician,single,secondary,no,696,yes,no,unknown,16,may,680,3,-1,0,unknown
58,management,married,tertiary,no,2729,no,no,unknown,18,jun,188,1,-1,0,unknown
48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697,2,-1,0,unknown
46,blue-collar,married,secondary,no,1272,no,no,cellular,25,aug,164,4,-1,0,unknown
35,technician,single,unknown,no,1342,yes,no,cellular,19,nov,68,1,-1,0,unknown
41,housemaid,married,secondary,no,13,no,no,cellular,11,aug,155,4,-1,0,unknown
30,management,married,tertiary,no,1235,no,no,cellular,28,jan,119,2,-1,0,unknown
34,blue-collar,single,primary,no,2299,no,no,cellular,21,nov,320,2,-1,0,unknown
32,management,single,tertiary,no,223,no,no,cellular,29,jan,365,1,-1,0,unknown
32,management,married,tertiary,no,944,yes,yes,unknown,4,jun,292,1,-1,0,unknown
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success
34,management,single,tertiary,no,29,yes,no,cellular,13,may,248,2,-1,0,unknown
34,technician,single,secondary,no,268,yes,no,cellular,8,may,248,1,343,9,failure
70,retired,married,primary,no,3230,no,no,cellular,11,jan,300,2,48,1,failure
57,blue-collar,married,primary,no,47,no,yes,unknown,3,jul,326,1,-1,0,unknown
32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure
44,blue-collar,married,primary,no,362,yes,no,cellular,15,may,180,1,-1,0,unknown
45,management,married,tertiary,no,634,yes,no,cellular,25,jul,227,1,-1,0,unknown
30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,2,213,2,failure
37,technician,married,secondary,no,448,no,no,cellular,14,aug,86,3,-1,0,unknown
49,technician,married,secondary,no,177,yes,yes,cellular,8,jul,191,1,-1,0,unknown
57,management,married,tertiary,no,1318,no,no,cellular,18,jan,91,2,94,3,success
29,blue-collar,single,secondary,no,1232,yes,no,cellular,16,apr,258,1,316,2,failure
47,services,married,unknown,no,4822,yes,no,unknown,21,may,154,5,-1,0,unknown
32,admin.,single,secondary,no,626,yes,no,cellular,7,may,324,2,351,1,failure
56,services,single,secondary,no,699,yes,no,cellular,20,apr,193,1,-1,0,unknown
38,blue-collar,married,secondary,no,748,yes,no,cellular,31,aug,98,3,-1,0,unknown
34,technician,married,secondary,no,0,no,no,cellular,28,aug,183,10,-1,0,unknown
30,management,single,tertiary,no,11278,no,no,cellular,4,may,256,3,-1,0,unknown
41,unknown,single,secondary,no,646,yes,no,unknown,29,may,40,2,-1,0,unknown
39,services,single,secondary,no,445,no,no,telephone,18,aug,108,1,-1,0,unknown
34,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406,2,-1,0,unknown
59,management,married,tertiary,no,1881,no,no,cellular,19,nov,456,2,-1,0,unknown
46,services,married,secondary,no,2215,no,no,unknown,6,jun,222,2,-1,0,unknown
53,services,married,secondary,no,139,yes,no,cellular,19,aug,28,17,-1,0,unknown
40,technician,married,secondary,no,-357,yes,no,cellular,16,jul,700,4,-1,0,unknown
41,management,single,tertiary,no,0,yes,no,cellular,17,jul,509,7,-1,0,unknown
46,admin.,divorced,primary,no,505,no,yes,cellular,18,jul,119,4,-1,0,unknown
37,technician,single,secondary,no,3,yes,no,unknown,29,may,82,1,-1,0,unknown
42,admin.,single,unknown,no,297,yes,no,unknown,29,may,106,1,-1,0,unknown
49,management,married,secondary,no,0,no,no,cellular,19,aug,141,2,-1,0,unknown
38,management,married,tertiary,no,3724,yes,no,cellular,27,aug,23,10,-1,0,unknown
41,services,single,secondary,no,260,no,no,unknown,6,jun,75,1,-1,0,unknown
60,retired,single,secondary,no,74,yes,no,telephone,28,jul,29,8,-1,0,unknown
38,technician,married,secondary,no,217,no,yes,cellular,16,jul,93,3,-1,0,unknown
31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown
40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,-1,0,unknown
23,technician,single,secondary,no,632,yes,no,cellular,5,may,248,1,-1,0,unknown
53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown
35,admin.,married,secondary,no,643,yes,no,cellular,2,feb,346,2,-1,0,unknown
31,blue-collar,married,primary,no,2581,no,no,cellular,12,may,240,1,365,2,failure
28,unknown,single,unknown,no,326,no,no,cellular,11,oct,450,1,231,1,success
36,admin.,married,secondary,no,1588,yes,no,cellular,7,apr,103,1,-1,0,unknown
67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown
44,management,single,tertiary,no,1277,yes,no,cellular,17,apr,77,1,268,4,other
35,blue-collar,married,secondary,no,73,no,no,unknown,9,may,134,3,-1,0,unknown
36,blue-collar,married,primary,no,106,yes,no,cellular,18,may,31,6,-1,0,unknown
43,management,married,tertiary,no,-8,yes,no,unknown,20,may,473,2,-1,0,unknown
32,technician,married,secondary,no,1308,yes,no,cellular,21,nov,274,3,-1,0,unknown
37,management,married,tertiary,no,7974,yes,no,cellular,30,oct,176,5,158,7,other
45,self-employed,married,tertiary,no,424,no,no,cellular,27,aug,141,8,-1,0,unknown
32,management,married,tertiary,no,3517,yes,no,unknown,27,may,57,5,-1,0,unknown
37,unemployed,married,unknown,no,4565,no,no,cellular,4,sep,369,1,-1,0,unknown
23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,failure
25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other
31,management,married,tertiary,no,1126,no,no,unknown,14,jun,20,1,-1,0,unknown
47,housemaid,single,primary,no,2785,yes,no,cellular,13,may,570,1,-1,0,unknown
38,technician,married,secondary,no,1409,yes,no,unknown,20,jun,9,14,-1,0,unknown
28,blue-collar,married,secondary,no,1021,yes,no,cellular,20,apr,774,2,326,1,other
40,management,married,tertiary,no,2147,yes,no,unknown,30,may,115,1,-1,0,unknown
44,services,single,secondary,no,1378,yes,no,unknown,8,may,257,2,-1,0,unknown
57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown
36,blue-collar,divorced,primary,no,715,no,yes,cellular,28,jul,128,4,-1,0,unknown
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success
26,services,single,secondary,no,2158,yes,yes,telephone,5,jun,227,1,-1,0,unknown
41,management,married,tertiary,no,102,no,no,cellular,28,jan,244,1,-1,0,unknown
42,self-employed,divorced,tertiary,no,0,no,no,unknown,11,jun,694,2,-1,0,unknown
51,admin.,married,secondary,no,513,yes,no,unknown,14,may,534,1,-1,0,unknown
37,technician,married,secondary,no,-254,yes,yes,cellular,6,feb,121,3,254,2,failure
44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown
38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown
31,services,single,secondary,yes,68,yes,no,unknown,9,may,169,2,-1,0,unknown
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success
35,blue-collar,married,primary,no,2205,yes,no,unknown,30,may,199,3,-1,0,unknown
41,management,married,tertiary,no,0,no,yes,cellular,16,jul,211,2,-1,0,unknown
26,blue-collar,single,secondary,no,-333,no,yes,unknown,4,jul,692,1,-1,0,unknown
34,admin.,married,secondary,no,260,no,no,cellular,28,jan,50,1,-1,0,unknown
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,jul,156,3,-1,0,unknown
34,blue-collar,married,secondary,no,2994,yes,no,cellular,15,may,358,1,176,1,failure
34,management,single,tertiary,no,94,no,no,cellular,25,aug,45,11,-1,0,unknown
29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,unknown
43,unemployed,married,secondary,no,1943,yes,no,cellular,3,apr,273,2,136,2,failure
51,blue-collar,married,primary,no,565,yes,yes,cellular,5,may,157,7,250,3,failure
31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,unknown
48,self-employed,married,secondary,no,1559,no,no,cellular,13,aug,344,1,190,2,failure
30,management,single,tertiary,no,849,yes,no,unknown,28,may,261,6,-1,0,unknown
33,management,single,tertiary,no,335,no,no,cellular,29,aug,130,4,-1,0,unknown
30,technician,married,secondary,no,4,yes,no,cellular,8,may,17,5,-1,0,unknown
52,blue-collar,divorced,primary,no,196,yes,yes,unknown,3,jun,63,1,-1,0,unknown
24,student,single,secondary,no,304,no,no,unknown,9,may,180,3,-1,0,unknown
60,management,married,tertiary,no,3401,no,no,cellular,2,feb,121,1,95,2,success
34,blue-collar,married,secondary,no,-29,yes,no,cellular,11,may,200,2,364,2,other
33,blue-collar,married,primary,no,359,yes,yes,cellular,19,nov,158,1,-1,0,unknown
83,housemaid,married,primary,no,2140,no,no,cellular,6,sep,109,3,276,8,other
44,entrepreneur,married,tertiary,no,307,yes,no,unknown,2,jun,338,2,-1,0,unknown
29,technician,single,secondary,no,156,yes,no,unknown,27,may,574,5,-1,0,unknown
42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144,2,-1,0,unknown
42,services,married,primary,no,0,no,no,cellular,17,jul,397,1,-1,0,unknown
32,technician,single,tertiary,no,300,no,no,cellular,11,aug,163,2,-1,0,unknown
29,blue-collar,single,secondary,no,1472,no,no,cellular,18,may,246,2,-1,0,unknown
39,services,divorced,secondary,no,1957,yes,yes,cellular,16,apr,350,1,147,1,failure
59,retired,married,secondary,yes,-2,no,yes,cellular,18,jul,102,1,-1,0,unknown
54,blue-collar,single,secondary,no,40,yes,no,cellular,18,jul,172,2,-1,0,unknown
49,admin.,married,secondary,no,652,no,yes,unknown,17,jun,127,2,-1,0,unknown
34,blue-collar,married,secondary,no,1134,yes,no,cellular,17,apr,408,1,329,2,failure
39,entrepreneur,married,secondary,no,680,yes,no,cellular,15,may,135,1,361,2,failure
33,admin.,married,secondary,no,61,yes,yes,unknown,8,may,116,2,-1,0,unknown
54,admin.,married,secondary,no,1239,no,no,cellular,19,nov,200,1,-1,0,unknown
56,technician,married,secondary,no,0,yes,no,cellular,20,apr,249,1,-1,0,unknown
47,technician,divorced,tertiary,no,405,yes,no,cellular,30,jan,236,1,260,1,failure
55,technician,married,secondary,no,150,yes,yes,unknown,27,may,285,1,-1,0,unknown
43,entrepreneur,married,primary,no,1318,yes,yes,telephone,11,may,10,8,-1,0,unknown
43,housemaid,married,primary,no,169,no,yes,telephone,24,jul,172,5,-1,0,unknown
25,management,single,tertiary,no,553,yes,no,cellular,17,sep,113,4,479,1,failure
39,blue-collar,married,secondary,no,10005,yes,no,cellular,31,jul,241,4,-1,0,unknown
31,housemaid,single,secondary,no,1301,yes,no,unknown,16,may,69,15,-1,0,unknown
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success
34,management,single,tertiary,no,404,yes,no,cellular,5,feb,10,6,-1,0,unknown
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295,3,-1,0,unknown
51,blue-collar,married,primary,no,1194,yes,no,unknown,16,may,558,3,-1,0,unknown
26,technician,single,tertiary,no,252,yes,no,cellular,29,jan,187,1,-1,0,unknown
31,technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown
40,blue-collar,divorced,secondary,no,2540,yes,no,unknown,14,may,189,1,-1,0,unknown
49,management,married,tertiary,no,96,no,no,cellular,7,jul,51,2,-1,0,unknown
59,retired,divorced,tertiary,no,439,no,yes,cellular,8,jul,136,1,-1,0,unknown
35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other
33,services,married,secondary,no,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown
46,technician,divorced,unknown,no,103,no,no,unknown,19,may,158,5,-1,0,unknown
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other
32,management,single,tertiary,no,0,no,no,unknown,16,may,91,1,-1,0,unknown
46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown
51,self-employed,married,primary,no,106,yes,no,telephone,6,may,217,1,169,5,failure
48,entrepreneur,married,unknown,no,2550,yes,no,unknown,14,may,175,3,-1,0,unknown
30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,86,1,174,1,failure
33,management,married,tertiary,no,3713,yes,no,cellular,20,nov,175,1,-1,0,unknown
46,blue-collar,married,primary,no,174,no,yes,cellular,15,jul,90,1,-1,0,unknown
53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,150,2,-1,0,unknown
34,technician,single,secondary,no,124,no,no,telephone,14,aug,31,2,-1,0,unknown
77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success
31,unemployed,married,secondary,no,90,no,no,cellular,28,jul,121,2,-1,0,unknown
29,blue-collar,married,primary,no,200,yes,no,unknown,30,may,322,2,-1,0,unknown
30,management,married,tertiary,no,86,yes,yes,cellular,7,may,255,6,169,3,failure
55,admin.,married,tertiary,no,59,yes,no,cellular,11,may,51,1,305,1,failure
28,management,married,tertiary,no,395,no,no,unknown,21,may,178,1,-1,0,unknown
33,blue-collar,single,secondary,no,264,yes,no,cellular,17,apr,494,1,-1,0,unknown
39,admin.,married,secondary,no,20,yes,no,unknown,7,may,124,2,-1,0,unknown
48,unemployed,married,primary,no,0,no,no,cellular,21,nov,213,2,-1,0,unknown
37,management,divorced,tertiary,no,503,yes,no,cellular,6,may,220,1,-1,0,unknown
62,technician,married,unknown,no,4727,yes,no,telephone,28,jan,80,4,90,4,other
45,blue-collar,married,primary,no,121,no,no,cellular,29,aug,93,11,-1,0,unknown
50,unemployed,divorced,secondary,no,32,no,no,cellular,4,aug,282,2,-1,0,unknown
31,technician,married,secondary,no,547,no,no,cellular,14,aug,204,6,-1,0,unknown
37,blue-collar,single,unknown,no,217,no,no,cellular,23,sep,272,2,-1,0,unknown
66,retired,married,secondary,no,2048,no,no,cellular,27,aug,212,1,-1,0,unknown
51,blue-collar,married,primary,no,2315,no,no,cellular,7,aug,111,2,-1,0,unknown
42,blue-collar,married,secondary,no,1,no,no,cellular,15,jul,462,1,-1,0,unknown
30,technician,married,secondary,no,854,yes,no,unknown,2,jun,163,2,-1,0,unknown
60,technician,married,secondary,no,358,no,no,cellular,2,feb,95,1,216,2,failure
45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,1,-1,0,unknown
46,technician,married,secondary,no,1596,yes,no,cellular,26,aug,106,7,-1,0,unknown
27,technician,single,tertiary,no,261,yes,yes,cellular,30,jan,195,2,-1,0,unknown
45,admin.,married,secondary,no,820,yes,no,unknown,30,may,145,2,-1,0,unknown
37,technician,single,secondary,no,1211,yes,no,unknown,21,may,795,1,-1,0,unknown
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure
43,blue-collar,divorced,primary,no,-57,yes,no,unknown,16,may,221,2,-1,0,unknown
51,admin.,married,secondary,no,1415,yes,no,unknown,2,jun,151,3,-1,0,unknown
43,blue-collar,married,primary,no,8,no,no,telephone,7,jul,245,5,-1,0,unknown
31,admin.,married,secondary,no,734,no,no,cellular,26,aug,195,9,-1,0,unknown
45,technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown
31,management,single,tertiary,no,241,yes,no,cellular,24,jul,241,3,-1,0,unknown
37,management,single,tertiary,no,1730,no,no,cellular,19,mar,167,1,-1,0,unknown
25,blue-collar,divorced,secondary,no,2428,yes,no,unknown,28,may,376,4,-1,0,unknown
39,admin.,married,secondary,no,-139,no,no,cellular,30,jul,120,2,-1,0,unknown
45,technician,married,secondary,no,4639,no,no,unknown,6,jun,82,2,-1,0,unknown
46,management,married,tertiary,yes,-337,no,yes,cellular,21,aug,120,2,-1,0,unknown
56,services,divorced,unknown,no,1877,yes,no,unknown,30,may,86,1,-1,0,unknown
